CID,SMILES
181513763,CNC(=O)CONC(=O)C1CC1
39558782,CON(C)C(=O)c1cscn1
45481358,CON(C)C(=O)c1cncs1
36766505,ONC(=O)c1ccc(Cl)nc1
181513519,COCONC(=O)C(F)(F)F
6286723,CON(C)C(=O)C1CCOCC1
93897352,CC(=O)NCCCN(O)C(C)=O
181513748,CCCC(=O)NOCC(=O)NC
181513754,CNC(=O)CONC(=O)C(C)C
265288369,CON(C)C(=O)C(C)(C)C(N)=O
338623788,CON(C)C(=O)CCCC(N)=O
338623788,CON(C)C(=O)CCCC(N)=O
338623788,CON(C)C(=O)CCCC(N)=O
181513309,COCONC(=O)C1CCCO1
181513297,CCC(CC)C(=O)NOCOC
337980606,CON(C)C(=O)COC(C)(C)C
181513961,CNC(=O)CONC(=O)COC
5797100,CON1C(=O)c2ccccc2C1=O
324818562,CON(C)C(=O)CSCCN
3718496,ON1C(=O)[C@H]2[C@@H]3C[C@@H](C=C3)[C@H]2C1=O
313071164,ON1C(=O)C2[C@H]3C[C@H](C=C3)C2C1=O
30231607,CON(C)C(=O)c1cccc(C)c1
30231617,CON(C)C(=O)c1ccccc1C
32281535,CON(C)C(=O)Cc1ccccc1
32281547,CON(C)C(=O)c1ccc(C)cc1
29995489,CON(C)C(=O)c1ccc(C)nc1
37385923,CON(C)C(=O)c1cccc(C)n1
299996309,ON1C(=O)C2C3OC(C=C3)C2C1=O
45567417,CON(C)C(=O)\C=C\c1ccco1
181513318,COCONC(=O)c1ccccc1
181513438,COCONC(=O)c1cccnc1
181513441,COCONC(=O)c1ccncc1
317433673,O=C1CC2(CNC2)ON1CC1CC1
30231609,CON(C)C(=O)c1cccc(F)c1
30231611,CON(C)C(=O)c1ccc(F)cc1
1172011,ONC(=O)C12CCCC(CCC1)C2
1172011,ONC(=O)C12CCCC(CCC1)C2
181380587,CON(C)C(=O)Cn1nncc1C
68923027,CON1C(=O)CCC11CCNCC1
317433161,CCN1OC2(CC1=O)CCNCC2
181522128,CON(C)C(=O)Cc1nnnn1C
32281503,CON(C)C(=O)Cc1cccs1
37212103,CON(C)C(=O)CC1CCCCC1
1969124,ONC(=O)c1nc[nH]c1C(=O)NO
44829273,CON(C)C(=O)C1CN(C1)C(C)=O
181514066,CNC(=O)CONC(=O)C1CCC1
181514120,CNC(=O)CONC(=O)C=C(C)C
181513315,COCONC(=O)c1cccs1
181513306,COCONC(=O)C1CCCCC1
181513751,CCCCC(=O)NOCC(=O)NC
181513757,CNC(=O)CONC(=O)C(C)(C)C
181513766,CNC(=O)CONC(=O)CC(C)C
338557051,CNC(=O)CCCC(=O)N(C)OC
338557051,CNC(=O)CCCC(=O)N(C)OC
338557051,CNC(=O)CCCC(=O)N(C)OC
181513687,CCCCCCC(=O)NOCOC
2727350,CON(C)C(=O)c1ccc(cc1)C#N
4912294,CCON1C(=O)c2ccccc2C1=O
4912294,CCON1C(=O)c2ccccc2C1=O
26714524,CON(C)C(=O)C=Cc1ccccc1
26714524,CON(C)C(=O)C=Cc1ccccc1
26714524,CON(C)C(=O)C=Cc1ccccc1
13324111,CC1(C)Nc2ccccc2C(=O)N1O
44864081,CC1(O)CC(=O)N(O1)c1ccccc1
32281587,CON(C)C(=O)c1ccc(C)cc1C
37211807,CON(C)C(=O)c1ccc(C)c(C)c1
42766680,CC(CCc1ccccc1)C(=O)NO
58034529,ONC(=O)CNC(=O)c1ccccc1
337761920,Cl.CON(C)C(=O)C1CCCN1
49854458,COc1ccc2N(O)C(=O)COc2c1
36799344,Fc1ccc(cc1)C(=O)NOCC=C
32281507,CON(C)C(=O)c1ccc(OC)cc1
32281539,CON(C)C(=O)c1cccc(OC)c1
32281567,CON(C)C(=O)c1ccccc1OC
32281613,CON(C)C(=O)COc1ccccc1
32281613,CON(C)C(=O)COc1ccccc1
32281613,CON(C)C(=O)COc1ccccc1
32281613,CON(C)C(=O)COc1ccccc1
181513321,COCONC(=O)c1ccccc1C
181513324,COCONC(=O)c1cccc(C)c1
181513327,COCONC(=O)c1ccc(C)cc1
181513384,COCONC(=O)Cc1ccccc1
1102893,ONC(=O)C12CC3CC(CC(C3)C1)C2
27460630,N\C(=N/O)c1ccc(nc1)C(=O)NO
181513723,COCONC(=O)Cc1ccncc1
181513660,COCONC(=O)\C=C\c1ccco1
45816658,CONC(=O)c1cnn2CCCOc12
37211863,CON(C)C(=O)Cc1ccc(F)cc1
44469551,ONC(=O)c1cc(ccc1O)[N+]([O-])=O
181513775,CNC(=O)CONC(=O)c1ccco1
24831864,CC1=[N+]([O-])C2CCCCC2N(O)C1=O
181513330,COCONC(=O)c1ccccc1F
181513333,COCONC(=O)c1cccc(F)c1
181513336,COCONC(=O)c1ccc(F)cc1
513868,O=C1CCC(=O)N1OC1CCCCO1
181465596,CON(C)C(=O)c1csc(C)c1C
37212093,CON(C)C(=O)CCC1CCCCC1
32281541,CON(C)C(=O)c1ccccc1Cl
32281543,CON(C)C(=O)c1cccc(Cl)c1
32281545,CON(C)C(=O)c1ccc(Cl)cc1
32281545,CON(C)C(=O)c1ccc(Cl)cc1
181513982,CNC(=O)CONC(=O)C(F)(F)F
722377,ON1C2CCCCC2N(O)C(=O)C1=O
28302297,CON(C)C(=O)c1ccc(Cl)nc1
45488290,CON(C)C(=O)c1cccnc1Cl
4854013,CON(C)C(=O)c1c(F)cccc1F
37234683,CON(C)C(=O)c1ccc(F)c(F)c1
805012,CCON1CC(C(=O)OC)=C(O)C1=O
181513381,COCONC(=O)Cc1cccs1
181513630,COCONC(=O)CC1CCCCC1
327728813,CON(C)C(=O)CN1CCN(C)CC1
32231356,CON(C)C(=O)c1cncc(Cl)n1
323449836,CNC(=O)CONC(=O)\C=C\C(O)=O
2742835,O=C1N(OCC#N)C(=O)c2ccccc12
2742835,O=C1N(OCC#N)C(=O)c2ccccc12
918868,CC1(C)N(O)C(=O)C(C)(C)N(O)C1=O
918868,CC1(C)N(O)C(=O)C(C)(C)N(O)C1=O
8241012,CC(C)(C)OC(=O)NC1CONC1=O
181513772,CNC(=O)CONC(=O)C1CCCO1
181513760,CCC(CC)C(=O)NOCC(=O)NC
323452140,CNC(=O)CONC(=O)CCC(C)C
338510841,CON(C)C(=O)CCCC(=O)N(C)C
338510841,CON(C)C(=O)CCCC(=O)N(C)C
338510841,CON(C)C(=O)CCCC(=O)N(C)C
338545836,CCNC(=O)CCCC(=O)N(C)OC
338545836,CCNC(=O)CCCC(=O)N(C)OC
338545836,CCNC(=O)CCCC(=O)N(C)OC
618569,C=CCON1C(=O)c2ccccc2C1=O
1257288,ON(C(=O)c1ccco1)c1ccccc1
37226300,ONC(=O)Cc1c(F)cccc1Cl
323450348,CNC(=O)CONC(=O)CCC(O)=O
1944476,ONC(=O)c1cccc(c1)C(F)(F)F
4866252,CCCON1C(=O)c2ccccc2C1=O
4866252,CCCON1C(=O)c2ccccc2C1=O
4866254,CC(C)ON1C(=O)c2ccccc2C1=O
37211735,CON(C)C(=O)c1cn2ccccc2n1
37211735,CON(C)C(=O)c1cn2ccccc2n1
37211735,CON(C)C(=O)c1cn2ccccc2n1
37211743,CON(C)C(=O)C=Cc1ccc(C)cc1
37211743,CON(C)C(=O)C=Cc1ccc(C)cc1
37211743,CON(C)C(=O)C=Cc1ccc(C)cc1
37352415,CON(C)C(=O)C=Cc1ccccc1C
37352415,CON(C)C(=O)C=Cc1ccccc1C
37352415,CON(C)C(=O)C=Cc1ccccc1C
37353877,CON(C)C(=O)C=Cc1cccc(C)c1
37353877,CON(C)C(=O)C=Cc1cccc(C)c1
37353877,CON(C)C(=O)C=Cc1cccc(C)c1
181513729,COCONC(=O)c1cccc(c1)C#N
327687860,CON(C)C(=O)c1ccc2ncoc2c1
42729869,CCC1(C)Nc2ccccc2C(=O)N1O
324815246,CON(C)C(=O)\C=C\c1ccc(N)cc1
55540897,Cl.CON(C)C(=O)C1CC=CCN1
30176239,OCCON1C(=O)c2ccccc2C1=O
313513570,COCON1C(=O)c2ccccc2C1=O
181513549,COCONC(=O)\C=C\c1ccccc1
32281629,CON(C)C(=O)CCCc1ccccc1
37353921,CON(C)C(=O)CCc1ccc(C)cc1
327705616,CON(C)C(=O)Cc1ccc(C)cc1C
181513781,CNC(=O)CONC(=O)c1ccccc1
45816240,CONC(=O)C1CN(C1)S(C)(=O)=O
43482458,Cl.CON(C)C(=O)C1CCNCC1
177870491,Cl.CON(C)C(=O)C1CCCNC1
32281571,CON(C)C(=O)c1ccc2OCOc2c1
177521324,COC(=O)CONC(=O)c1ccccc1
181513901,CNC(=O)CONC(=O)c1cccnc1
181513904,CNC(=O)CONC(=O)c1ccncc1
37211749,CON(C)C(=O)C=Cc1ccccc1F
37211749,CON(C)C(=O)C=Cc1ccccc1F
37211749,CON(C)C(=O)C=Cc1ccccc1F
37211865,CON(C)C(=O)C=Cc1cccc(F)c1
37211865,CON(C)C(=O)C=Cc1cccc(F)c1
37211865,CON(C)C(=O)C=Cc1cccc(F)c1
303647075,CON(C)C(=O)C=Cc1ccc(F)cc1
303647075,CON(C)C(=O)C=Cc1ccc(F)cc1
303647075,CON(C)C(=O)C=Cc1ccc(F)cc1
32281517,CCOc1ccc(cc1)C(=O)N(C)OC
32281517,CCOc1ccc(cc1)C(=O)N(C)OC
32281517,CCOc1ccc(cc1)C(=O)N(C)OC
32281523,CON(C)C(=O)Cc1ccc(OC)cc1
32281565,CCOc1ccccc1C(=O)N(C)OC
32281565,CCOc1ccccc1C(=O)N(C)OC
32281565,CCOc1ccccc1C(=O)N(C)OC
37211723,CON(C)C(=O)C(C)Oc1ccccc1
37211723,CON(C)C(=O)C(C)Oc1ccccc1
37211723,CON(C)C(=O)C(C)Oc1ccccc1
37211731,CON(C)C(=O)COc1cccc(C)c1
37211731,CON(C)C(=O)COc1cccc(C)c1
37211731,CON(C)C(=O)COc1cccc(C)c1
37211733,CON(C)C(=O)CCOc1ccccc1
37211733,CON(C)C(=O)CCOc1ccccc1
37211733,CON(C)C(=O)CCOc1ccccc1
37211867,CON(C)C(=O)COc1ccccc1C
37211867,CON(C)C(=O)COc1ccccc1C
37211867,CON(C)C(=O)COc1ccccc1C
37211977,CON(C)C(=O)COc1ccc(C)cc1
37211977,CON(C)C(=O)COc1ccc(C)cc1
37211977,CON(C)C(=O)COc1ccc(C)cc1
181002804,CCOc1cccc(c1)C(=O)N(C)OC
181002804,CCOc1cccc(c1)C(=O)N(C)OC
181002804,CCOc1cccc(c1)C(=O)N(C)OC
181513363,COCONC(=O)c1ccc(C)c(C)c1
2531304,CON(C)C(=O)c1ccc(cc1)[N+]([O-])=O
2531304,CON(C)C(=O)c1ccc(cc1)[N+]([O-])=O
32281537,CON(C)C(=O)c1cccc(c1)[N+]([O-])=O
181513348,COCONC(=O)c1ccccc1OC
181513351,COCONC(=O)c1cccc(OC)c1
181513354,COCONC(=O)c1ccc(OC)cc1
181513399,COCONC(=O)COc1ccccc1
37212107,CON(C)C(=O)CSc1ccccc1
37212107,CON(C)C(=O)CSc1ccccc1
37212107,CON(C)C(=O)CSc1ccccc1
49232297,O=C(N1CCCO1)[C@@]12CNC[C@@H]1COC2
300016486,ON1C(=O)c2cccc3cccc(C1=O)c23
300016486,ON1C(=O)c2cccc3cccc(C1=O)c23
37211815,CON(C)C(=O)COc1cccc(F)c1
37211815,CON(C)C(=O)COc1cccc(F)c1
37211815,CON(C)C(=O)COc1cccc(F)c1
37211831,CON(C)C(=O)COc1ccc(F)cc1
37211831,CON(C)C(=O)COc1ccc(F)cc1
37211831,CON(C)C(=O)COc1ccc(F)cc1
37211967,CON(C)C(=O)COc1ccccc1F
37211967,CON(C)C(=O)COc1ccccc1F
37211967,CON(C)C(=O)COc1ccccc1F
44677202,ONC(=O)CCCOc1ccccc1F
181513387,COCONC(=O)Cc1ccc(F)cc1
181513738,COCONC(=O)Cc1ccccc1F
480490,ON(C(=O)c1ccccc1)c1ccccc1
32281651,CON(C)C(=O)Cc1ccc(Cl)cc1
181380800,CON(C)C(=O)CNC(=O)C(F)(F)F
2065335,CC12CCCCC1N(O)C(=O)C(=O)N2O
177526231,ON1C2CCCCCC2N(O)C(=O)C1=O
45793258,ONC(=O)\C=C\c1cnc2ccccc2c1
181513778,CNC(=O)CONC(=O)c1cccs1
37498109,CON(C)C(=O)C1CN(C(C)C)C(=O)C1
181513769,CNC(=O)CONC(=O)C1CCCCC1
338541991,CON(C)C(=O)CCCC(=O)NCC=C
338541991,CON(C)C(=O)CCCC(=O)NCC=C
338541991,CON(C)C(=O)CCCC(=O)NCC=C
338549621,CON(C)C(=O)CCCC(=O)NC1CC1
338549621,CON(C)C(=O)CCCC(=O)NC1CC1
338549621,CON(C)C(=O)CCCC(=O)NC1CC1
488022,CC(C)(C)OC(=O)ON1C(=O)CCC1=O
181513504,COCONC(=O)CCC1CCCCC1
181513429,COCONC(=O)c1ccccc1Cl
181513432,COCONC(=O)c1cccc(Cl)c1
181513435,COCONC(=O)c1ccc(Cl)cc1
4374527,CON1C(C)C(C)(C)N(OC)C(=O)C1=O
301170908,CON(C)C(=O)C(=Cc1ccccc1)C#N
301170908,CON(C)C(=O)C(=Cc1ccccc1)C#N
301170908,CON(C)C(=O)C(=Cc1ccccc1)C#N
181514150,CCCCCCC(=O)NOCC(=O)NC
338533406,CON(C)C(=O)CCCC(=O)NC(C)C
338533406,CON(C)C(=O)CCCC(=O)NC(C)C
338533406,CON(C)C(=O)CCCC(=O)NC(C)C
338541595,CCCNC(=O)CCCC(=O)N(C)OC
338541595,CCCNC(=O)CCCC(=O)N(C)OC
338541595,CCCNC(=O)CCCC(=O)N(C)OC
181513705,COCONC(=O)c1ccnc(Cl)c1
181513576,COCONC(=O)c1ccc(F)c(F)c1
181513714,COCONC(=O)c1cc(F)ccc1F
181513717,COCONC(=O)c1ccc(F)cc1F
4907767,O=C1N(OCC2CC2)C(=O)c2ccccc12
42975381,CC(ON1C(=O)c2ccccc2C1=O)C=C
37211711,CON(C)C(=O)c1c(F)cccc1Cl
338621226,CON(C)C(=O)CCCC(=O)N(C)OC
338621226,CON(C)C(=O)CCCC(=O)N(C)OC
338621226,CON(C)C(=O)CCCC(=O)N(C)OC
338621226,CON(C)C(=O)CCCC(=O)N(C)OC
42654119,ON1C(=O)c2ccccc2NC11CCCC1
317432393,O=C1CC2(CNC2)ON1Cc1ccccc1
43498543,CON(C)C(=O)C1CSCCC(=O)N1
4854162,CON(C)C(=O)c1c(F)cc(F)cc1F
42501015,CON(C)C(=O)c1ccc(F)c(F)c1F
2550024,CONC(=O)c1cc2ccccc2oc1=O
2745040,O=C(ON1C(=O)CCC1=O)c1ccccc1
2745040,O=C(ON1C(=O)CCC1=O)c1ccccc1
4888996,O=C1N(OCC2CO2)C(=O)c2ccccc12
4416395,Cc1nc2ccccc2c(C(=O)NO)[n+]1[O-]
615093,C=CCON1C(=O)C2C3CC(C=C3)C2C1=O
31259275,CCCCON1C(=O)c2ccccc2C1=O
31259296,CC(C)CON1C(=O)c2ccccc2C1=O
338817507,CON(C)C(=O)c1cccc(OCC#C)c1
338817507,CON(C)C(=O)c1cccc(OCC#C)c1
338817507,CON(C)C(=O)c1cccc(OCC#C)c1
339099072,CON(C)C(=O)c1ccc(OCC#C)cc1
339099072,CON(C)C(=O)c1ccc(OCC#C)cc1
339099072,CON(C)C(=O)c1ccc(OCC#C)cc1
339304040,CON(C)C(=O)c1ccccc1OCC#C
339304040,CON(C)C(=O)c1ccccc1OCC#C
339304040,CON(C)C(=O)c1ccccc1OCC#C
44676102,CON(C)C(=O)Cc1cn2ccccc2n1
44676102,CON(C)C(=O)Cc1cn2ccccc2n1
44676102,CON(C)C(=O)Cc1cn2ccccc2n1
44676102,CON(C)C(=O)Cc1cn2ccccc2n1
50502295,CON(C)C(=O)c1c(C)nc2ccccn12
50502295,CON(C)C(=O)c1c(C)nc2ccccn12
50502295,CON(C)C(=O)c1c(C)nc2ccccn12
181374948,CON(C)C(=O)c1cn2c(C)cccc2n1
181374948,CON(C)C(=O)c1cn2c(C)cccc2n1
181374948,CON(C)C(=O)c1cn2c(C)cccc2n1
323488775,CON(C)C(=O)c1cn2ccc(C)cc2n1
323488775,CON(C)C(=O)c1cn2ccc(C)cc2n1
323488775,CON(C)C(=O)c1cn2ccc(C)cc2n1
341323277,CON(C)C(=O)c1cn2cccc(C)c2n1
341323277,CON(C)C(=O)c1cn2cccc(C)c2n1
341323277,CON(C)C(=O)c1cn2cccc(C)c2n1
341325327,CON(C)C(=O)c1cn2cc(C)ccc2n1
341325327,CON(C)C(=O)c1cn2cc(C)ccc2n1
341325327,CON(C)C(=O)c1cn2cc(C)ccc2n1
314407716,CCc1ccc(C=CC(=O)N(C)OC)cc1
314407716,CCc1ccc(C=CC(=O)N(C)OC)cc1
314407716,CCc1ccc(C=CC(=O)N(C)OC)cc1
1989666,O=C(ON1C(=O)CCC1=O)c1cccnc1
5866590,O=C(ON1C(=O)CCC1=O)c1ccncc1
5866594,O=C(ON1C(=O)CCC1=O)c1ccccn1
181513708,COCONC(=O)c1ccc2cc[nH]c2c1
314227171,CON(C)C(=O)COc1ccc(cc1)C#N
314227171,CON(C)C(=O)COc1ccc(cc1)C#N
314227171,CON(C)C(=O)COc1ccc(cc1)C#N
315226970,CON(C)C(=O)COc1ccccc1C#N
315226970,CON(C)C(=O)COc1ccccc1C#N
315226970,CON(C)C(=O)COc1ccccc1C#N
338817361,CON(C)C(=O)c1cccc(OCC#N)c1
338817361,CON(C)C(=O)c1cccc(OCC#N)c1
338817361,CON(C)C(=O)c1cccc(OCC#N)c1
339112253,CON(C)C(=O)c1ccc(OCC#N)cc1
339112253,CON(C)C(=O)c1ccc(OCC#N)cc1
339112253,CON(C)C(=O)c1ccc(OCC#N)cc1
339245520,CON(C)C(=O)c1ccccc1OCC#N
339245520,CON(C)C(=O)c1ccccc1OCC#N
339245520,CON(C)C(=O)c1ccccc1OCC#N
42972535,Nc1c(Cl)cc(Cl)cc1C(=O)NO
2015396,CC(O)CON1C(=O)c2ccccc2C1=O
53744763,COCCON1C(=O)c2ccccc2C1=O
181378862,CON(C)C(=O)c1cn2cccc(O)c2n1
5824119,ONC(=O)c1csc(n1)-c1cccnc1
32281581,CON(C)C(=O)C=Cc1ccccc1OC
32281581,CON(C)C(=O)C=Cc1ccccc1OC
32281581,CON(C)C(=O)C=Cc1ccccc1OC
32281583,CON(C)C(=O)C=Cc1cccc(OC)c1
32281583,CON(C)C(=O)C=Cc1cccc(OC)c1
32281583,CON(C)C(=O)C=Cc1cccc(OC)c1
32281607,CON(C)C(=O)C=Cc1ccc(OC)cc1
32281607,CON(C)C(=O)C=Cc1ccc(OC)cc1
32281607,CON(C)C(=O)C=Cc1ccc(OC)cc1
181002765,CON(C)C(=O)CCC(=O)c1ccccc1
181513552,COCONC(=O)\C=C\c1ccc(C)cc1
232778536,OCC(C(=O)N1CCCO1)c1ccccc1
314226661,CON(C)C(=O)c1ccc(OCC=C)cc1
314226661,CON(C)C(=O)c1ccc(OCC=C)cc1
314226661,CON(C)C(=O)c1ccc(OCC=C)cc1
314226661,CON(C)C(=O)c1ccc(OCC=C)cc1
314226661,CON(C)C(=O)c1ccc(OCC=C)cc1
314226917,CON(C)C(=O)c1ccccc1OCC=C
314226917,CON(C)C(=O)c1ccccc1OCC=C
314226917,CON(C)C(=O)c1ccccc1OCC=C
314226917,CON(C)C(=O)c1ccccc1OCC=C
314226917,CON(C)C(=O)c1ccccc1OCC=C
338810468,CON(C)C(=O)c1cccc(OCC=C)c1
338810468,CON(C)C(=O)c1cccc(OCC=C)c1
338810468,CON(C)C(=O)c1cccc(OCC=C)c1
338810468,CON(C)C(=O)c1cccc(OCC=C)c1
338810468,CON(C)C(=O)c1cccc(OCC=C)c1
2272855,CON(C)C(=O)c1ccc(cc1)C(C)(C)C
2272855,CON(C)C(=O)c1ccc(cc1)C(C)(C)C
2272855,CON(C)C(=O)c1ccc(cc1)C(C)(C)C
81857462,CON(C)C(=O)CCCc1ccc(C)cc1
181513702,COCONC(=O)c1ccc(Cl)s1
29697027,CON(C)C(=O)c1ccc(NC(C)=O)cc1
50502309,CON(C)C(=O)c1cccc(NC(C)=O)c1
181513784,CNC(=O)CONC(=O)c1ccccc1C
181513787,CNC(=O)CONC(=O)c1cccc(C)c1
181513790,CNC(=O)CONC(=O)c1ccc(C)cc1
181513847,CNC(=O)CONC(=O)Cc1ccccc1
45816242,CON(C)C(=O)C1CN(C1)S(C)(=O)=O
181378637,CON(C)C(=O)c1ccc(N(C)C)c(C)c1
2274833,Fc1ccc(CON2C(=O)CCC2=O)cc1
181087966,CON(C)C(=O)c1cn2cc(F)ccc2n1
181087966,CON(C)C(=O)c1cn2cc(F)ccc2n1
181087966,CON(C)C(=O)c1cn2cc(F)ccc2n1
300017359,CC(C)ON1C(=O)C2C3OC(C=C3)C2C1=O
339961262,CON(C)C(=O)COc1ccc(C=O)cc1
339961262,CON(C)C(=O)COc1ccc(C=O)cc1
339961262,CON(C)C(=O)COc1ccc(C=O)cc1
340082623,CON(C)C(=O)COc1ccccc1C=O
340082623,CON(C)C(=O)COc1ccccc1C=O
340082623,CON(C)C(=O)COc1ccccc1C=O
340229141,CON(C)C(=O)COc1cccc(C=O)c1
340229141,CON(C)C(=O)COc1cccc(C=O)c1
340229141,CON(C)C(=O)COc1cccc(C=O)c1
181514186,CNC(=O)CONC(=O)Cc1ccncc1
320987923,CON(C)C(=O)c1cccc(NC(N)=O)c1
320989184,CON(C)C(=O)c1ccc(NC(N)=O)cc1
49902163,CON(C)C(=O)CCOc1ccc(C)cc1
49902163,CON(C)C(=O)CCOc1ccc(C)cc1
49902163,CON(C)C(=O)CCOc1ccc(C)cc1
50502249,CON(C)C(=O)c1ccc(OC(C)C)cc1
50502249,CON(C)C(=O)c1ccc(OC(C)C)cc1
50502249,CON(C)C(=O)c1ccc(OC(C)C)cc1
50502249,CON(C)C(=O)c1ccc(OC(C)C)cc1
50502249,CON(C)C(=O)c1ccc(OC(C)C)cc1
50502275,CCOc1ccc(CC(=O)N(C)OC)cc1
181002669,CON(C)C(=O)CCCOc1ccccc1
181002669,CON(C)C(=O)CCCOc1ccccc1
181002669,CON(C)C(=O)CCCOc1ccccc1
181002688,CON(C)C(=O)COc1c(C)cccc1C
181002688,CON(C)C(=O)COc1c(C)cccc1C
181002688,CON(C)C(=O)COc1c(C)cccc1C
181002692,CON(C)C(=O)COc1cccc(C)c1C
181002692,CON(C)C(=O)COc1cccc(C)c1C
181002692,CON(C)C(=O)COc1cccc(C)c1C
181002696,CON(C)C(=O)COc1cc(C)ccc1C
181002696,CON(C)C(=O)COc1cc(C)ccc1C
181002696,CON(C)C(=O)COc1cc(C)ccc1C
181002700,CCc1ccc(OCC(=O)N(C)OC)cc1
181002700,CCc1ccc(OCC(=O)N(C)OC)cc1
181002700,CCc1ccc(OCC(=O)N(C)OC)cc1
181002703,CCc1cccc(OCC(=O)N(C)OC)c1
181002703,CCc1cccc(OCC(=O)N(C)OC)c1
181002703,CCc1cccc(OCC(=O)N(C)OC)c1
181513516,COCONC(=O)CCc1ccc(C)cc1
327703581,CCCOc1ccccc1C(=O)N(C)OC
327703581,CCCOc1ccccc1C(=O)N(C)OC
327703581,CCCOc1ccccc1C(=O)N(C)OC
338755706,CCCOc1cccc(c1)C(=O)N(C)OC
338755706,CCCOc1cccc(c1)C(=O)N(C)OC
338755706,CCCOc1cccc(c1)C(=O)N(C)OC
338763135,CON(C)C(=O)c1cccc(OC(C)C)c1
338763135,CON(C)C(=O)c1cccc(OC(C)C)c1
338763135,CON(C)C(=O)c1cccc(OC(C)C)c1
338763135,CON(C)C(=O)c1cccc(OC(C)C)c1
338763135,CON(C)C(=O)c1cccc(OC(C)C)c1
339118656,CCCOc1ccc(cc1)C(=O)N(C)OC
339118656,CCCOc1ccc(cc1)C(=O)N(C)OC
339118656,CCCOc1ccc(cc1)C(=O)N(C)OC
339252961,CON(C)C(=O)c1ccccc1OC(C)C
339252961,CON(C)C(=O)c1ccccc1OC(C)C
339252961,CON(C)C(=O)c1ccccc1OC(C)C
339252961,CON(C)C(=O)c1ccccc1OC(C)C
339252961,CON(C)C(=O)c1ccccc1OC(C)C
339462425,CCOc1c(C)cccc1C(=O)N(C)OC
339462425,CCOc1c(C)cccc1C(=O)N(C)OC
339462425,CCOc1c(C)cccc1C(=O)N(C)OC
340002458,CON(C)C(=O)COc1ccc(C)c(C)c1
340002458,CON(C)C(=O)COc1ccc(C)c(C)c1
340002458,CON(C)C(=O)COc1ccc(C)c(C)c1
340026235,CON(C)C(=O)COc1ccc(C)cc1C
340026235,CON(C)C(=O)COc1ccc(C)cc1C
340026235,CON(C)C(=O)COc1ccc(C)cc1C
340137438,CON(C)C(=O)C(C)Oc1cccc(C)c1
